genus_species,subgroup,taxon_common_name,location_of_study,methylmercury,lead,arsenic,cadmium,part,dataset,bibliography,number_of_samples,obs_id
sphyrna tiburo,finfish,NA,US-Florida,55.09999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1141
sphyrna tiburo,finfish,NA,US-Florida,37.05,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1142
sphyrna tiburo,finfish,NA,US-Florida,108.29999999999998,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1143
sphyrna tiburo,finfish,NA,US-Florida,56.05,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1144
sphyrna zygaena,finfish,NA,US-south atlantic,252.98499999999996,65.8,722.5,7.7,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1145
spisula solidissima,mollusc,NA,US-north atlantic,1.1099999999999999,109.60000000000001,396.3,11,shucked-whole,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1146
squalus acanthias,finfish,NA,US-north atlantic,21.185,69.5,521.9,9.3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1147
squalus acanthias,finfish,NA,US-south atlantic,15.2,81,422.49999999999994,26,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1148
squalus acanthias,finfish,NA,US-pacific northwest,35.34,50.8,469.59999999999997,7.7,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1149
squalus acanthias,finfish,shark-dogfish (spiny),US-Alaska,76,NA,NA,NA,NA,karimi,State of Alaska Department of Environmental Conservation. 2009. Total Mercury Concentrations in Alaskan Fishes. Available: http://dec.alaska.gov/eh/docs/vet/metals%2009-11-19.pdf [accessed 26 January 2011].,49,contam1150
squatina californica,finfish,shark-Pacific angel,US,41.050555555555555,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,9,contam1151
stenotomus chrysops,finfish,NA,US-north atlantic,1.9,111.80000000000001,167900,14.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1152
stenotomus chrysops,finfish,NA,US-south atlantic,5.699999999999999,46.5,1485.5,14.000000000000002,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1153
stenotomus chrysops,finfish,porgy (scup),US,9.690000000000001,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,10,contam1154
strongylocentrotus polyacanthus,mollusc,Green sea urchin,NA,0.15,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA,contam1155
synodus foetens,finfish,NA,US-Florida,34.199999999999996,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1156
synodus foetens,finfish,NA,US-Florida,8.549999999999999,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1157
tautoga onitis,finfish,NA,US-north atlantic,24.035,52.6,245.8,7.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1158
tectura scutum,mollusc,Limpet,NA,0.26999999999999996,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA,contam1159
tetrapturus albidus,finfish,NA,US-north atlantic,27.549999999999994,38,155,0,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1160
tetrapturus albidus,finfish,NA,US-gulf,105.83,30.599999999999998,372.1,7.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1161
tetrapturus albidus,finfish,NA,US-north atlantic,56.904999999999994,52.400000000000006,236.7,8.1,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1162
tetrapturus albidus,finfish,NA,US-north atlantic,65.55,43,210,10,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1163
tetrapturus albidus,finfish,NA,US-north atlantic,65.55,52,308,10.6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1164
tetrapturus albidus,finfish,NA,US-south atlantic,69.445,41.5,308,12.2,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1165
tetrapturus albidus,finfish,NA,US-south atlantic,82.64999999999999,69,409.99999999999994,18,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1166
tetrapturus albidus,finfish,NA,US-Florida,25.65,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1167
tetrapturus albidus,finfish,NA,US-Florida,29.45,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1168
tetrapturus angustirostris,finfish,NA,US-hawaii,32.3,42,227.4,5,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1169
tetrapturus audax,finfish,NA,US-hawaii,145.25499999999997,85.3,281.3,12.3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1170
thaleichthys pacificus,finfish,NA,US-pacific northwest,0.95,62.1,268.6,10.9,whole,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1171
theragra chalcogramma,finfish,NA,US-pacific-northwest,18.05,103,320,0,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1172
theragra chalcogramma,finfish,NA,US-alaska,11.020000000000001,41.099999999999994,317.5,7.7,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1173
theragra chalcogramma,finfish,Walleye Pollock,NA,7.029999999999999,NA,NA,NA,NA,burger,"Burger, Joanna, Michael Gochfeld, Christian Jeitner, Sean Burke, Tim Stamm, Ronald Snigaroff, Dan Snigaroff, Robert Patrick, and Jim Weston. Mercury levels and potential risk from subsistence foods from the Aleutians. Science of the Total Environment 384, no. 1-3 (2007): 93-105.",NA,contam1174
thunnus alalunga,finfish,NA,US-california,14.819999999999999,47.199999999999996,402.20000000000005,7.3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1175
thunnus alalunga,finfish,NA,US-pacific northwest,15.105,37.7,330.79999999999995,7.9,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1176
thunnus alalunga,finfish,tuna-albacore,US-California,12.35,NA,NA,NA,NA,karimi,"Miller GE, Rowland FS, Steinkru.Fj, Grant PM, Guinn VP, Kishore R. 1972. Mercury concentration in museum specimens of tuna and swordfish. Science 175(4026):1121-1122.",1,contam1177
thunnus alalunga,finfish,tuna-albacore,US-California,25.65,NA,NA,NA,NA,karimi,"Miller GE, Rowland FS, Steinkru.Fj, Grant PM, Guinn VP, Kishore R. 1972. Mercury concentration in museum specimens of tuna and swordfish. Science 175(4026):1121-1122.",2,contam1178
thunnus albacares,finfish,NA,US-hawaii,19.95,44,207.50000000000003,6,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1179
thunnus albacares,finfish,NA,US-california,30.779999999999998,64.4,188.3,12.3,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1180
thunnus albacares,finfish,tuna-skipjack,US,24.89,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,1,contam1181
thunnus albacares,finfish,tuna-yellowfin,US-Gulf,17.099999999999998,NA,NA,NA,NA,karimi,"Cai Y, Rooker JR, Gill GA, Turner JP. 2007. Bioaccumulation of mercury in pelagic fishes from the northern Gulf of Mexico. Can J Fish Aquat Sci 64(3):458-469.",103,contam1182
thunnus albacares,finfish,tuna-yellowfin,US-Hawaii,19.972838,NA,NA,NA,NA,karimi,"Kraepiel AML, Keller K, Chin HB, Malcolm EG, Morel FMM. 2003. Sources and variations of mercury in tuna. Environ Sci Technol 37(24):5551-5558.",105,contam1183
thunnus albacares,finfish,tuna-yellowfin,US-Hawaii,45.599999999999994,NA,NA,NA,NA,karimi,"Rivers JB, Pearson JE, Shultz CD. 1972. Total and organic mercury in marine fish. Bull Environ Contam Toxicol 8(5):257-265.",22,contam1184
thunnus albacares,finfish,tuna-yellowfin,US-Louisiana,18.05,NA,NA,NA,NA,karimi,"Senn DB, Chesney EJ, Blum JD, Bank MS, Maage A, Shine JP. 2010. Stable Isotope (N, C, Hg) Study of Methylmercury Sources and Trophic Transfer in the Northern Gulf of Mexico. Environ Sci Technol 44(5):1630-1637.",18,contam1185
thunnus albacares,finfish,tuna-yellowfin,US-Louisiana,12.259749999999999,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,6,contam1186
thunnus albacares,finfish,tuna-yellowfin,US-Hawaii,20.9,NA,NA,NA,NA,karimi,"Thieleke J. 1973. Mercury Levels in five Species of Commercially Important Pelagic fish Taken From the Pacific Ocean Near Hawaii [PhD Dissertation]. Madison, WI: University of Wisconsin, Madison.",100,contam1187
thunnus albacares,finfish,tuna-yellowfin,US,23.75,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,4,contam1188
thunnus albacares,finfish,NA,US-Florida,28.5,NA,NA,NA,NA,adams,"Adams, D. H., R. H. McMichael, Jr., and G. E. Henderson. 2003. Mercury levels in marine and estuarine fishes of Florida 1989–2001. Florida Marine Research Institute Technical Report TR-9. 2nd ed. rev. 57 pp.",NA,contam1189
thunnus atlanticus,finfish,NA,US-gulf,31.349999999999998,38,400,7.000000000000001,muscle,hall,"Hall, R. A., E. G. Zook, and G. M. Meaburn. 1978. National Marine Fisheries Service Survey of Trace Elements in the Fishery Resource. https://spo.nmfs.noaa.gov/content/national-marine-fisheries-service-survey-trace-elements-fishery-resource.",NA,contam1190
thunnus atlanticus,finfish,tuna-blackfin,US-Gulf,60.8,NA,NA,NA,NA,karimi,"Cai Y, Rooker JR, Gill GA, Turner JP. 2007. Bioaccumulation of mercury in pelagic fishes from the northern Gulf of Mexico. Can J Fish Aquat Sci 64(3):458-469.",48,contam1191
thunnus atlanticus,finfish,tuna-blackfin,US-Louisiana,69.35,NA,NA,NA,NA,karimi,"Senn DB, Chesney EJ, Blum JD, Bank MS, Maage A, Shine JP. 2010. Stable Isotope (N, C, Hg) Study of Methylmercury Sources and Trophic Transfer in the Northern Gulf of Mexico. Environ Sci Technol 44(5):1630-1637.",22,contam1192
thunnus atlanticus,finfish,tuna-blackfin,US-Louisiana,67.55449999999999,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,1,contam1193
thunnus atlanticus,finfish,tuna-blackfin,US-Louisiana,80.02483333333335,NA,NA,NA,NA,karimi,State of Louisiana. 2011. Department of Environmental Quality Mercury Fish Tissue Data 2005-2010 (Data file). Available: http://www.deq.louisiana.gov/portal/default.aspx?tabid=1633 [accessed 4 February 2011].,18,contam1194
thunnus atlanticus,finfish,tuna-blackfin,US,90.62999999999998,NA,NA,NA,NA,karimi,USEPA (U.S. Environmental Protection Agency). 2011a. National Listing of Fish Advisories. Available: http://map1.epa.gov [accessed 14 September 2011].,8,contam1195
